#! FIELDS time d1 d2 d3 t1 t2
 0.000000 0.146649 0.151651 0.149496 2.205600 2.083651
 1.000000 0.150419 0.155377 0.148661 2.051396 2.155539
 2.000000 0.153379 0.150230 0.151819 2.186206 2.123611
 3.000000 0.150685 0.146854 0.152322 2.142121 2.221109
 4.000000 0.149980 0.152135 0.147384 2.214006 2.148404
 5.000000 0.146181 0.154178 0.152240 2.121456 2.197979
 6.000000 0.154935 0.148711 0.148054 2.278986 2.196118
 7.000000 0.149913 0.145722 0.155297 2.053281 2.188738
 8.000000 0.153088 0.151400 0.147363 2.213081 2.097225
 9.000000 0.145805 0.155827 0.150814 2.120817 2.140551
 10.000000 0.148632 0.151535 0.147142 2.072644 2.096253
 11.000000 0.150019 0.143711 0.152099 2.166664 2.132373
 12.000000 0.150137 0.152732 0.148963 2.025434 2.106717
 13.000000 0.146263 0.148519 0.146649 2.164314 2.082289
 14.000000 0.155563 0.150320 0.154531 2.053770 2.149627
 15.000000 0.148037 0.149329 0.147475 2.189715 2.078207
 16.000000 0.144620 0.153310 0.148408 2.123714 2.167019
 17.000000 0.147068 0.148842 0.146216 2.114187 2.084368
 18.000000 0.154344 0.148176 0.156157 2.129546 2.094230
 19.000000 0.149553 0.150645 0.148664 2.126387 2.146729
 20.000000 0.144142 0.151489 0.145468 2.116001 2.150973
 21.000000 0.153235 0.150393 0.150934 2.134057 2.167702
 22.000000 0.152663 0.145788 0.152974 2.300852 2.116394
 23.000000 0.152506 0.149329 0.152381 2.030589 2.223177
 24.000000 0.149790 0.151446 0.149963 2.084419 2.145626
 25.000000 0.146908 0.150894 0.146734 2.270223 2.076665
 26.000000 0.152689 0.156544 0.145962 2.143602 2.104137
 27.000000 0.143516 0.150280 0.151479 2.094941 2.250118
 28.000000 0.158300 0.150492 0.150273 2.206534 2.050741
 29.000000 0.149067 0.149566 0.153310 2.248712 1.944923
 30.000000 0.154266 0.147966 0.152200 2.135006 2.157724
 31.000000 0.153516 0.146499 0.154040 2.099167 2.189825
 32.000000 0.151093 0.148782 0.151694 2.164607 2.116817
 33.000000 0.148290 0.149586 0.146571 2.238222 2.119519
 34.000000 0.146533 0.154023 0.148583 2.067347 2.163459
 35.000000 0.151023 0.153408 0.148691 2.138016 2.181422
 36.000000 0.150403 0.151413 0.157013 2.143509 2.125625
 37.000000 0.155518 0.148876 0.150137 2.076410 2.169241
 38.000000 0.148236 0.146417 0.148101 2.066464 2.092729
 39.000000 0.145976 0.143645 0.152072 2.147016 2.084525
 40.000000 0.155271 0.143955 0.148641 2.189791 2.168762
 41.000000 0.151914 0.142717 0.153134 2.242951 2.170568
 42.000000 0.149218 0.147987 0.158275 2.217168 2.144778
 43.000000 0.155824 0.149696 0.149526 2.088903 2.121186
 44.000000 0.155284 0.147465 0.152378 2.157432 2.057815
 45.000000 0.149067 0.150320 0.159113 2.088641 2.142742
 46.000000 0.149349 0.148550 0.151819 2.140523 2.146224
 47.000000 0.143631 0.154169 0.155387 2.209334 2.136771
 48.000000 0.157026 0.153538 0.147357 2.114644 2.113412
 49.000000 0.149606 0.143604 0.156236 2.132831 1.931367
 50.000000 0.148047 0.154091 0.146632 2.080764 2.249467
 51.000000 0.153603 0.152620 0.146841 2.088126 2.040229
 52.000000 0.147224 0.146308 0.155650 2.191621 2.003729
 53.000000 0.143670 0.156010 0.151324 1.970634 2.174337
