#! FIELDS time d1 d2 d3 t1 t2
 0.000000 0.150429 0.148573 0.148983 2.049301 1.941944
 1.000000 0.148651 0.149241 0.148657 2.134190 2.095232
 2.000000 0.150864 0.151489 0.150828 2.073843 2.084699
 3.000000 0.149646 0.149616 0.149027 2.132907 2.015158
 4.000000 0.151555 0.151149 0.150316 2.106500 2.083852
 5.000000 0.149312 0.150256 0.150193 2.076141 2.084256
 6.000000 0.149097 0.150097 0.149910 2.156834 2.004271
 7.000000 0.148479 0.148125 0.149171 2.000975 2.179248
 8.000000 0.149967 0.149847 0.149409 2.190467 1.963801
 9.000000 0.150788 0.149977 0.149937 2.048655 2.073137
 10.000000 0.150456 0.149479 0.149496 2.017421 2.199726
 11.000000 0.151033 0.150632 0.150137 2.171763 2.080021
 12.000000 0.149469 0.149620 0.150336 2.055947 2.042050
 13.000000 0.150030 0.150206 0.148567 2.020592 2.040974
 14.000000 0.149499 0.148731 0.150151 2.011501 2.081543
 15.000000 0.149416 0.149817 0.150397 2.170067 2.070241
 16.000000 0.150113 0.150097 0.150589 2.043127 2.148582
 17.000000 0.148731 0.149177 0.148344 1.988472 2.012913
 18.000000 0.150443 0.149970 0.149656 1.999705 2.004661
 19.000000 0.149776 0.150406 0.151066 2.131259 2.112911
 20.000000 0.148367 0.149530 0.148950 2.068529 2.114887
 21.000000 0.151822 0.152082 0.150348 2.138802 2.043683
 22.000000 0.147098 0.148432 0.151608 2.104241 2.136601
 23.000000 0.149419 0.150220 0.150499 2.099969 2.126415
 24.000000 0.151291 0.151241 0.148172 2.057796 2.159297
 25.000000 0.149017 0.149292 0.151093 2.125102 1.983817
 26.000000 0.149680 0.148921 0.149670 2.081224 2.066225
 27.000000 0.151192 0.152594 0.147160 2.068041 2.018549
 28.000000 0.146463 0.149121 0.149198 2.050126 2.019731
 29.000000 0.149937 0.150167 0.152755 2.160969 2.048849
 30.000000 0.151074 0.148933 0.147976 2.054470 2.153421
 31.000000 0.151625 0.151013 0.148738 2.247282 2.196340
 32.000000 0.152895 0.153441 0.155409 2.174379 2.106883
 33.000000 0.145375 0.147170 0.147912 2.235208 1.952860
 34.000000 0.148341 0.146537 0.151911 1.938696 2.344786
 35.000000 0.150406 0.149379 0.154058 2.029833 2.145781
 36.000000 0.148573 0.148341 0.146332 2.225879 2.080646
 37.000000 0.153613 0.152270 0.148607 1.974526 2.133624
 38.000000 0.153264 0.149242 0.150839 2.053973 1.969126
 39.000000 0.145691 0.148034 0.148852 2.108606 2.136039
 40.000000 0.145093 0.150077 0.150911 2.037415 2.235164
 41.000000 0.152745 0.152450 0.155856 1.970124 2.145665
 42.000000 0.151608 0.151826 0.152725 1.910649 2.072776
 43.000000 0.152337 0.155085 0.151819 2.061298 2.228395
 44.000000 0.153545 0.153867 0.150549 2.034746 2.034324
 45.000000 0.153529 0.154952 0.150097 2.006207 2.016918
 46.000000 0.150868 0.154032 0.150539 2.225528 2.033193
 47.000000 0.146816 0.146263 0.148839 2.100540 2.232346
 48.000000 0.147333 0.145582 0.148960 2.168370 2.134654
 49.000000 0.146690 0.145925 0.146503 2.059100 2.047696
 50.000000 0.148317 0.149017 0.145238 2.013499 2.093680
 51.000000 0.150283 0.149268 0.150419 1.990451 1.989511
 52.000000 0.151189 0.149402 0.154250 2.137636 2.042020
 53.000000 0.150921 0.150884 0.149650 2.139065 2.007880
 54.000000 0.150884 0.154470 0.149094 2.071139 2.118708
 55.000000 0.145582 0.144655 0.150443 2.113776 2.107599
 56.000000 0.148738 0.156051 0.152886 2.098511 1.895881
 57.000000 0.147415 0.150167 0.149004 2.104078 2.205820
 58.000000 0.148795 0.144589 0.155461 2.101308 2.175548
 59.000000 0.149736 0.153838 0.145034 2.145470 2.213457
 60.000000 0.144333 0.154159 0.150818 2.249715 2.184683
 61.000000 0.155016 0.156601 0.148455 2.254169 2.126463
 62.000000 0.150350 0.152954 0.159690 2.180849 2.276579
 63.000000 0.155929 0.156096 0.149221 2.040831 2.012821
 64.000000 0.150726 0.155901 0.155750 2.213781 2.137860
 65.000000 0.156863 0.155772 0.151509 2.052065 2.317656
 66.000000 0.148405 0.147333 0.150692 2.214816 1.973937
 67.000000 0.148118 0.147642 0.142271 2.064124 2.234807
 68.000000 0.149496 0.150748 0.152859 2.263565 2.002082
 69.000000 0.154603 0.152607 0.152764 2.018663 2.263158
 70.000000 0.148933 0.149429 0.149860 2.250119 2.041565
 71.000000 0.149285 0.150539 0.144668 2.104515 2.190799
 72.000000 0.148990 0.154029 0.155029 2.065754 2.179047
 73.000000 0.153016 0.145777 0.146786 2.174763 2.137300
 74.000000 0.149646 0.153886 0.152558 2.228041 2.198472
 75.000000 0.147751 0.147889 0.148361 2.034045 2.131877
 76.000000 0.147895 0.148327 0.150476 2.174861 2.177453
 77.000000 0.149473 0.147448 0.148899 2.138576 2.132455
 78.000000 0.149062 0.149977 0.151433 2.156444 2.171124
 79.000000 0.152755 0.154923 0.148606 2.153321 2.177482
 80.000000 0.144952 0.150280 0.151132 2.174819 2.137130
 81.000000 0.155142 0.149188 0.149014 2.113529 2.126301
 82.000000 0.146833 0.150977 0.151350 2.152046 2.102234
 83.000000 0.150100 0.149352 0.144655 2.110601 2.205492
 84.000000 0.148693 0.152715 0.155419 2.148305 2.064801
 85.000000 0.154561 0.149278 0.146595 2.148606 2.187934
 86.000000 0.145664 0.148681 0.151202 2.163891 2.108402
 87.000000 0.152624 0.149842 0.144229 2.062955 2.156242
 88.000000 0.147939 0.153271 0.154654 2.166893 2.154818
 89.000000 0.153994 0.147665 0.146305 2.105004 2.095301
 90.000000 0.146414 0.148620 0.153650 2.104506 2.130476
 91.000000 0.155833 0.152978 0.147319 2.138650 2.156329
 92.000000 0.147090 0.150529 0.153847 2.186315 2.103280
 93.000000 0.151264 0.148926 0.146199 2.102738 2.180296
 94.000000 0.147993 0.149078 0.152125 2.102254 2.192635
 95.000000 0.151883 0.151331 0.149831 2.124091 2.128214
 96.000000 0.150853 0.149603 0.149897 2.149433 2.102214
 97.000000 0.149506 0.150137 0.151835 2.114100 2.180416
 98.000000 0.153633 0.151162 0.148879 2.129578 2.209865
 99.000000 0.148187 0.149543 0.155261 2.204406 2.204059
 100.000000 0.152112 0.150260 0.152696 2.149763 2.106717
 101.000000 0.151908 0.150973 0.150576 2.179222 2.154761
